metabolite_identification	4	9	12	13	14	20	24	26	27	31	34	36	38	39	40	41	43	42	44	46	47	48	56	61	63	64	66	67	68	69	70	71	72	74	78	79	83	18	1	45	62	84	IRA	CM	CE	SG	80	82	89	94	95	97	99	101	98	104	106	108	109	111	AA	RI	POS 2	POS 3	POS 4	POS 6	POS 8	POS 9	POS 12	POS 13	93	POS 14	POS 15	POS 16	125	126	127	129	130	132	134	136	138	139	A	B	C	D	AI	EA	EB	EM	MC	MM	NC rep	SC rep	ST rep	SA 1	SA 2	SA 3	SA 4	SA 5	SA 6	SA 7	SA 8	SA 9	SA 10	SA 11	SA 12	SA 13	NEG 5	NEG 6	NEG 12	NEG 16	NEG 19	NEG 20	NEG 21	NEG 22	NEG 26	NEG 28	NEG 29	NEG 30	NEG 32	NEG 35	NEG 37	NEG 46	DA 1	DA 2	DA 3	DA 4	DA 5	DA 6	DA 7	DA 8	DA 9	DA 10	DA 11	DA 12	DA 13	DA 14	DA 17	DA 18	DA 21	RIA 1	RIA 2	DA 20	DA 26	DA 24	DA 28	DA 25	DA 23	DA 39	DA 40	DA 41	DA 42	DA 43	DA 44
Crotonic acid	0.74771713	0.69581438	6.442163394	19.33694908	0.686615247	0.744945824	1.44214853	0.852637371	0.635823064	2.010114969	0	2.024201703	3.905642394	1.846978939	2.205337732	4.712328462	4.233474643	0.86528081	1.306045557	1.840582028	0	1.365439174	0.941359672	0.768217004	1.93369734	0.839161974	0.957055557	14.21572593	0.976472368	0	0.967151497	3.584045305	4.353396118	4.706687788	8.790425793	2.00330598	0.820340605	0.844822753	0.789685463	0.698240495	1.173486316	1.509164101	4.059227373	4.647012264	0.105607021	0.147857156	0.699820187	0.054850153	0.12133683	0.086612627	0.131423506	0.06866627	0.135422621	0.068359874	0.111662995	0.098545697	0.103396848	0.063084085	0.070670788	0.093620638	0.662058586	0.366393871	0.607056014	0.791244403	0.389093095	0.649541539	7.472889808	0.267828974	0.555504055	0.85901831	0.289454894	0.465024636	0.855643144	16.5316585	0.669689895	1.054889626	0.861504521	0.871193231	2.399229356	0.856352739	0.795615992	8.754016511	0	18.51042644	1.564389239	1.395267865	0.632320079	0.579753038	0.810148694	1.365754865	0.932413604	11.68820588	8.237655239	1.961216974	4.739524756	1.031583132	0.775836069	0.923184228	0.695140631	0.816759548	0.808573248	0	1.274808835	1.287602331	0.813259764	0.700592052	1.099334223	0.918547846	0.656468101	1.019519677	0.266138581	0.642446048	9.033893139	0.614046439	4.212344686	1.022155398	0.684348012	0.173180488	0.441086291	3.376321641	6.576092338	1.105291052	0.560498653	1.447456685	0.69871073	0.917992127	0.477226105	1.781626094	0.652303911	0.479969645	3.986605344	0.259865394	0.634282197	0.716483166	14.81095709	0.79482371	0.975602972	0.619841728	0.319418182	0.596925035	2.717718401	0.983370406	0.635859169	0.527150767	0.632968715	2.099318828	7.684202411	6.553358485	1.28338794	0.567603078	0.671069444	0.221372981	0.411484985	0.13296141	0.16318808	0.151749023	0.088021778
bromo-Cycloheptane	0.899805977	1.349921037	2.056204355	0	1.343913122	0	0	0	0	0	1.281464577	0.688447746	0	1.115066773	0	0	0	1.013840647	0.988636513	0	1.39205729	1.513027686	0.851288943	0	0	1.282926337	1.422257307	1.110146142	1.026844472	1.859313916	1.031504312	0	0.647375705	0.874668344	0.644574596	0	1.06370776	1.056535554	0	1.072301473	1.179013561	1.211166879	1.122960291	1.126394226	0.379765982	0.27010582	0.20701037	0.260168732	0.183233404	0.226027685	0.18662193	0.139149921	0.12988624	0.140947562	0.14544716	0.226788235	0.112577125	0.118647996	0.248942488	0.18039844	0.739286365	0.174814598	1.042594909	1.231956347	1.119944225	0.946524484	1.200350659	1.08329098	1.155508307	1.584402984	1.06200447	1.081097722	1.184136227	1.242599142	1.081587697	0.931805863	1.136906603	0.988494776	1.035234068	0.889670549	1.07445497	1.176739853	0.64174605	1.011273267	0	0	0.903774948	0.781757792	1.450033351	0	1.378213091	1.484614456	1.185594426	0	0.602378789	1.203549576	0	0	0.966113294	0	1.930913558	0.955604937	0	0	0.939134395	0	1.258466208	1.094531917	0	0.937957494	1.017222361	2.037034145	1.124440117	0.972193994	0.930346064	0.936844508	1.609533053	0.886582668	0.975907236	1.032942763	0.863489445	1.099926814	1.388463736	1.016619932	0.785362835	1.003402506	1.439089717	2.193264098	2.072859869	2.270701202	1.251636898	1.224240413	1.776648382	1.99619223	1.209639127	1.423194579	1.655957029	1.170004555	1.383540872	0.953075199	0.894950679	1.841877776	1.185826541	1.134332407	1.395003389	0.963600387	1.331285415	1.178681811	1.165182324	1.019121887	0.952426605	0.483852245	0.79378757	0.862940087	0.806813488	0.316513733	0.305732648
undecyl-Cyclohexane	0.871266849	1.02526015	0.882209127	0.940165715	0.98532239	0.889916912	1.297608272	0.782452553	0.820210636	0.928518206	1.029773567	1.024448374	0.832873411	1.044145908	1.051619189	0.817574441	0.9876264	0.758835538	0.559547085	1.1326915	1.09597218	1.074707721	0	1.155464618	0.734488627	0	0	1.093606742	1.043348377	0.712501639	0.775992001	1.251049945	1.303409065	1.03357421	1.338237	1.402670131	0.856477276	0.7216847	1.565273123	1.787348532	0	0	0	0	0	0	0	0	0	0	0.375385066	0	0	0	0	0	0.226676157	0.427919582	0	0.754864373	0	0.468355468	0	0	0	1.11358458	0.522869705	0.33515226	0	0	0.538232907	0	0	0	0	0	0	0	0	0	0	0	0	0	1.313516227	2.010860667	1.401068039	1.37219031	2.828073493	2.527298869	2.360459862	1.49153476	1.040242959	2.481516784	2.211538205	1.716852898	1.852802012	0.84843776	1.189702368	0.857612814	0	0.874823517	0	1.321939051	0	2.104839054	0	1.2389421	2.419932049	0.958040807	0	0	0	0	0	0.541863936	0	1.606103676	0.811548803	0	0	0	0	1.899338	0	0	1.295882645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625766656	0	0	0.859331212	1.831824757	0.621745911	0.544183511	0	0.617240022	0	0	0	0	0	0
D-(-)-Citramalic acid	0.085348002	1.795339398	0.928241092	0.572725585	4.316886289	3.2992109	2.717577021	5.929836507	2.277978845	4.268192589	9.422518172	2.063028462	6.695280162	4.526775936	5.273503965	5.723209529	4.446449375	4.824641559	0.863481599	2.304753126	1.939563093	1.053990237	0.067403953	1.264171018	2.56641814	1.625701031	1.022453403	3.158611816	0.690738427	0.851540679	2.564374076	2.235589936	5.167001885	1.206063159	2.071227299	3.0508989	0.625205824	5.457513324	2.954765441	6.805411603	9.313690788	4.926517607	0.548428074	2.720451654	0.493451522	0.872260938	1.799207306	2.815968223	6.967254755	3.648733052	0.818676821	3.440364777	2.039634656	0.168238011	2.015141733	1.19236678	1.453963253	4.458255358	1.879695349	1.89200179	5.699961004	1.951855242	5.095756353	0.812426889	1.930004344	2.913698569	1.802080277	6.645373323	2.653886559	2.062999087	4.239740651	6.303698346	2.849073009	5.714599149	4.779231072	0.63146353	2.961851513	18.81546972	16.50721241	6.607854159	12.85332215	5.333158327	3.202393103	6.629123749	3.64637293	1.20187489	1.252892559	0.713385111	5.673177107	2.03623087	10.94149066	2.317795239	1.974351985	1.636364343	8.196316469	6.837252821	10.02404901	9.127936533	13.03737965	15.21907814	10.85386396	2.972519955	18.95816181	14.26464281	15.38829807	13.06111654	10.20624116	14.85753139	12.73076438	8.751088022	2.78856325	1.63148725	0.783602372	2.833412583	3.094381617	1.402686608	1.37792539	3.841853822	4.52747617	3.117084902	2.749202354	0.875237671	0.390684849	8.636949561	8.930200668	7.445756089	0.954168869	0.582000796	0.383065475	0.19554518	0.667116675	1.240662487	3.268002705	0.336043749	0.477135143	0.129518869	1.002264195	1.546983332	2.696398256	2.058186674	0.797101032	0.580834166	8.270966918	16.81274202	1.117011003	8.238308627	1.158748171	6.674801204	9.111638826	6.616630271	12.19060748	0.197601644	0.171763485	0.311201348	0.8374809	1.906548576	0.640640056
D-(-)-Erythrose	9.291232552	1.708738334	3.538680311	4.87566281	5.920121296	5.678071213	5.42575456	0.829127876	2.796676621	4.501895629	4.01893968	1.166482882	0.793052666	2.699765375	9.121967086	0.053275207	1.005662219	0.930470866	5.295687917	10.9263233	1.707653914	13.26963795	32.48043872	1.815709725	6.028721229	19.06372203	27.52673248	21.73588108	19.00220075	7.32329546	0.888368931	1.666933442	13.35829657	13.09317834	14.39318082	1.282277822	10.53623201	1.119403832	0.955846902	7.952962559	0.764546585	1.655980274	13.96079928	0.484260477	4.779723562	1.098963794	0.272017651	0.426347396	0	0.756645404	0.829163268	0.563303067	0.328281945	11.98222409	1.116827427	0.828913833	12.64069298	1.5231074	0.151961253	0.990033197	0.221226506	1.254927977	8.864176205	10.53491998	1.704505298	1.109859984	1.576553653	0.982738065	2.266653696	1.446548068	9.342364343	0.912543054	1.069823792	1.061686992	10.46104471	1.030227919	23.47833499	1.688752539	1.303096504	5.064921222	9.862520995	17.40184202	15.50631306	1.17172236	6.663045854	4.095768107	12.54642019	4.389744341	0.912360538	1.164268549	1.525759828	0.933857221	1.647491391	1.606961401	2.081799749	1.844111862	0.916645293	9.611973422	0.927210583	1.029244302	1.095851288	1.105816228	10.31638979	1.818668849	1.30580061	1.007664124	1.457736759	2.308307133	0.71809926	1.814332725	3.423203202	10.00292235	1.695674471	1.926470041	2.113843544	1.130432956	3.581764048	0.469351146	0.888688826	1.042361507	2.694782382	2.756707581	15.1726757	1.084566808	2.168431379	2.186982015	1.867463214	2.800150307	7.146957353	1.134089858	15.0624714	12.53835154	15.04826276	11.03871111	6.688017074	2.483512325	11.58043317	0.446164876	2.468193017	5.275634742	4.879921535	3.930659433	2.330384835	1.928119234	12.15842078	4.60522548	22.05154101	2.259382171	3.505430939	2.690239301	5.570395654	3.570352148	2.382057484	0.654007768	1.070185893	1.732606998	6.444217028
D-(-)-Fructofuranose	0.399829983	0.558367386	0.889969605	1.608514565	2.389358676	0.669443647	1.13175122	0.281956398	1.230354362	3.420684883	0.590185621	0.386141613	0.453186365	1.280536762	0.992355249	0.366120956	0.715048497	0.242479459	0.628398861	0.424457457	0.437042757	0.985043501	1.207406784	0.292714711	0.486959698	0.629088043	0.529660134	1.187581955	0.362521954	0.423560319	0.358722046	0.804633634	1.307142598	1.709520624	0.457461912	0.679740128	1.783586482	0.915611328	0.484943811	0.585613011	0.35893165	0.459268493	2.017174514	0.913516982	1.14200836	0.174572702	0.063099742	0.242051246	0.283717497	0.187392452	0.452141229	0.11831647	0.140175756	3.761482332	0.719237663	0.804186537	1.423588331	0.220333099	0.069438473	1.091380102	0.078659268	1.388854304	0.5827019	1.743263535	0.454943282	1.28346047	0.763840519	0.340523717	0.655459991	0.734650176	0.458867895	0.442082346	0.64325631	0.823724559	0.808948004	1.740343323	2.010648606	0.688264332	0.573395131	1.047997335	0.327678559	2.667711568	1.236063129	0.167828472	0.699885367	1.695396216	0.907276355	1.057139445	0.573795344	0.802813083	0.571692729	0.739091637	0.884809082	0.516651145	0.470346065	0.437182931	1.955611433	0.612055543	0.680442774	0.47129924	0.311671993	0.332973959	1.722733681	0.335966114	0.57692822	0.494875152	0.424483723	1.718139734	0.29939073	0.3837035	0.55668947	0.596279297	0.874899936	0.746476713	1.228123666	0.437018721	4.52323853	0.159538548	0.185505999	0.3221223	1.827085993	0.35514765	0.517264017	0.248818726	1.54065942	0.859364606	0.310800524	0.374524371	0.962708142	0.730663259	0.626026197	2.434020856	0.930839871	5.756930796	0.635503536	4.455759873	2.197957125	1.373137841	0.333916654	1.447946955	3.712972425	0.603673794	1.132469748	2.24109615	1.857738583	1.144234596	2.243393028	0.362540811	0.519355984	0.706735805	0.869349201	0.49456166	1.36891907	0.441631232	1.277419888	0.963974148	0.949699273
D-(-)-Lactic acid	1.140753474	0.853129632	1.558784878	1.513725439	1.614091247	2.326978725	3.018002077	2.1590573	1.76289317	2.290051093	1.8562407	2.208454746	1.564303546	2.004322871	2.051701024	1.590465923	1.797992565	1.791526665	1.962171426	1.860624387	3.124498479	4.968502501	2.663087011	1.958180273	1.468817183	3.235511491	1.824589379	1.915808089	1.065901309	2.737210398	1.865012915	1.265926823	2.755221346	2.210486661	1.122165157	2.967150166	2.105605742	1.995747068	3.591861423	3.390985255	3.419077917	4.255060234	3.134970991	2.734517504	2.929695464	4.352726125	1.701152017	2.37086831	3.936531379	3.326846942	2.948365961	3.743452461	3.325500371	4.037699881	4.191975459	3.49112507	2.570624611	3.693001915	0.866706077	1.559826737	0.864226393	3.039460057	2.128633555	3.712757009	5.747110539	3.002443244	2.377535858	3.490724125	3.063427469	3.06265413	3.874115257	4.242838935	4.474341099	4.380525232	6.835757037	1.730365918	2.844895669	6.345425678	2.774542	1.71103796	4.112865929	3.761809637	3.658873014	2.485758274	3.607505711	1.467007595	1.596466401	1.394011793	0.731084932	0.956846635	0.702631049	0.81319382	1.813235935	0.516267333	0.836197221	0.872933333	1.474506882	1.42394275	2.126163935	2.133673616	1.253942353	1.603101923	2.802958234	1.30515207	1.973983432	5.429603733	2.470414401	2.674259622	1.604459197	0.324438124	4.906219606	3.807299247	3.137951906	4.828897037	4.149476848	4.663911795	2.64804033	3.185463087	6.686319857	2.763250715	2.516483771	3.051750025	3.427751076	2.85623991	3.58732311	3.339379758	2.214150247	3.095877523	2.197848314	1.337621281	2.129590182	2.386942358	2.217525181	2.024953994	3.443053516	2.606313982	4.089811873	2.157538545	2.12845374	3.097432346	2.811467875	2.5478425	4.912468167	4.443209353	2.106206885	3.202786876	5.778385934	2.810428434	3.017213364	3.105040309	3.063805898	2.681224925	2.234484348	1.569628715	2.013387501	1.765901268	1.775379905
D-(-)-Ribofuranose	1.501915199	1.977401813	0.876568605	2.157953165	2.809795979	2.22953501	3.105616892	1.885912561	4.967562335	5.562842346	1.482814594	1.387913627	0.257397186	1.199478098	2.313077112	0.934998576	1.520370183	0.756644568	1.124901086	2.097437639	0.646476658	0.72916881	2.17489114	1.864714914	3.125518488	1.830306487	3.539928243	3.80458113	1.061839892	0.897407198	1.322542191	2.419160074	2.899566208	2.514114721	1.261473576	1.723615686	1.630192465	3.676898271	3.65622802	1.752858407	0	0.772798458	3.306178039	3.851453355	0.662112061	0	0	0.283826041	0.441066695	1.29007263	1.651953865	0.079500366	0	11.74247429	3.21224951	3.374863973	9.267609315	1.465771061	1.375361536	5.953443807	0.593911577	2.723500664	3.431072624	25.51701102	0	14.40856745	0	3.394666617	1.395944925	0.552216112	1.925829642	0.756683434	1.189614912	4.35544182	1.574516182	0.752402953	1.51432303	0.557670908	0.733709264	2.074807404	1.048376293	7.005537538	55.77690012	1.951363469	1.790381284	1.754437746	0.845678422	1.636117903	1.35000892	1.147346637	1.227038033	1.44462716	1.378068199	1.703012037	1.19280517	0.953773995	1.154617873	1.185332177	1.320012471	1.604864042	0.59704785	0.757321776	1.347089143	0.53830422	0.564086806	0.248153368	0.94988309	1.305307648	0.35055257	0.465563712	1.426791582	1.779862495	5.288423468	4.487198827	3.466683789	1.900600547	0	1.076084884	0.153141115	0.721108129	0.582661531	1.536474576	10.03305579	0.533397024	2.939249906	1.72591099	2.471677898	2.5072448	2.614066532	2.803500623	6.196821162	3.510853599	7.068516532	2.0821668	2.820975337	2.336492977	6.709850406	1.479116362	1.813349349	6.839069387	7.6391777	2.434541302	7.897262969	1.777781795	3.941721383	7.098182355	0.986742883	3.849997213	5.788360166	5.800576314	0	0.921289205	1.412441324	0.606378971	2.452094603	0	3.002889767
D-(-)-Tagatofuranose	2.834721089	22.74520351	2.789196599	6.632824899	35.70639061	6.439728751	6.872194168	29.00235918	7.286424665	21.67695588	2.568429055	21.87340741	2.552545855	26.7286646	28.55475407	2.525769592	33.5088295	2.390927102	33.90142201	5.734897436	2.417050827	15.43333908	3.092988543	40.77345705	36.95485836	8.333117343	1.691620576	7.831128817	0	20.03867307	21.86802147	5.255397801	5.790691887	37.27222512	0	5.023686589	2.903730102	14.24501502	24.79392369	0	0	0	1.189898417	3.407896091	0	1.94973024	1.920126833	3.035985901	2.481416498	2.324350955	0	3.387334365	3.214218954	0.874898892	2.711277851	2.949485442	0.203168434	1.994440292	0.9616643	2.860193675	1.092390383	3.069866467	0.574697916	0.834226389	0	0.17282691	0.197847266	1.230901575	0.353811654	0.733727255	1.35740132	1.213147136	1.027379046	0.395278195	0.976729295	0.490598416	1.608266416	1.446958557	1.371973206	1.716862063	0.82363245	1.552793509	1.203369798	1.009801716	4.856268287	19.98910437	2.031305802	17.58790812	3.547584214	0	0	0	0	0	0.109258367	0.308953783	0.842388792	0.287987004	0.294086408	0.281111405	0.266363529	0.270444147	0.371559462	0.269933728	0.286935866	9.994922117	0.588868755	0.697470541	0.266007808	0.276134776	6.852683249	1.113211192	0	6.350786797	0	0.15118409	0.819181381	0.256774755	1.101784572	0.283577343	0.302660813	0.248778153	0.923565907	0.243938891	0	0.495821395	10.23429307	0.409274942	2.091064348	3.498311076	3.612432854	3.001725338	3.162171841	6.793838462	1.390468001	1.64327732	3.673123905	2.00130504	6.245814222	0	2.040136876	0.990751402	0.833485273	1.296819675	0.806113934	0.895098908	6.92600838	0	1.529788941	1.342152558	0.764897101	0.284278364	0.736481902	0.509431457	0.764585918	2.391875405	0.248761606
D-(+)-Arabitol	4.631545445	1.017885604	2.022222511	2.882290344	5.717878258	1.17295244	3.964904629	0.777806908	3.561250924	3.979032276	1.261643158	0.774742753	0.492039622	1.266472195	1.205723162	0.659106106	0.302248822	0.834544157	2.626630112	0.460189225	1.671058524	7.833438554	6.468797817	0.477134756	0.540642647	1.164393473	7.991746674	2.09150599	1.141693542	1.507836904	1.048801898	0.617765924	0.916319682	1.035290443	1.153775309	0.954903719	3.303389977	1.092203541	0.637158556	4.608899497	0.654089107	0.711084231	7.415804151	0.681903979	0.508646538	0.283460845	0.179472138	0.215535013	0.200380259	0.326722708	0.292182745	0.162608611	0.265457816	3.986459653	0.484635357	0.671419709	3.881601986	0.367522998	0.237037079	0.192357865	0.430131967	0.458754585	2.878808076	6.794462461	0.772971327	6.492702681	8.700367822	0.555421013	4.652829565	2.156531329	0.738230334	1.580309487	0.291908932	0.331578142	12.88882279	0.383837568	5.276007031	0.727872591	0.619404738	3.567627298	1.764976784	5.028669916	8.783056372	1.785188292	0.603902122	0.877212263	0.544489568	0.934957356	0.786317793	1.036447355	0.915962452	1.174110335	1.128413801	0.935260551	0.99131939	1.372563272	0.836701403	0.466602259	0.343901442	0.415679254	0.395029033	0.47626802	0.507423399	0.505324205	0.53796361	1.567153663	0.548544517	0.41393891	0.402313858	0.408477182	1.447104449	1.197914874	0.886189236	0.857076287	0.91403094	0.634915149	4.043420656	0.417111125	0.961956655	0.611332982	0.87255748	7.954335606	6.992736385	0.62641353	2.103217314	7.958259308	0.653738972	0.820568692	5.596904864	1.421426702	0.855787959	1.546595766	8.647370702	4.509030372	0.829380653	0.826137705	5.382445953	2.83687336	0.843223639	7.882572236	7.706901866	6.976717703	4.355321037	14.12334116	14.11319048	7.260592618	3.954094465	7.656562186	6.534680952	7.756013413	8.29703385	0.430480069	1.554867072	0.451354057	0.604975081	0.66634253	0.766828173
D-(+)-Galactopyranose	0.938235656	1.02747777	1.043315381	5.671990949	5.192255982	0.51768574	5.972735266	1.095718994	0	6.144790699	1.45404563	1.841277041	0.825483848	2.028059528	3.077292304	1.292392948	0.943990005	1.323752492	1.239611491	1.0476923	0.971690179	2.77853903	0.939590818	1.22230265	0.569428558	2.398073007	1.555758611	1.326954165	0.884562764	0.948284953	0.832121898	1.132170987	0.620593615	2.063984571	0.079384143	1.034592855	2.180633021	1.502384779	1.135885202	1.938763746	1.56891111	1.754248094	2.457341638	1.675973596	2.187602453	0.784798568	1.303412872	1.4633981	2.553947183	1.101667245	3.235669709	0.925692058	1.687487771	0.509867376	1.596740401	3.387369532	2.670613625	1.357550313	1.858297623	3.2021711	0.929403311	2.901662349	2.018946482	3.750203286	1.774775793	1.932998219	2.728309209	1.576504774	3.261420276	2.765650242	1.359885701	1.916176736	3.02267228	3.377628451	3.139415243	0.960032274	4.087416371	3.024222323	1.906740692	1.961820005	1.389869882	3.563563058	3.087610989	1.580974946	0.996793494	2.335718451	0.920474691	2.554002119	1.273189373	1.503477886	1.456072125	1.503915287	0.497977149	2.046550675	0.498537551	2.056597482	1.594122497	2.944914004	1.429454342	1.281981143	1.823627878	1.996588356	1.491150567	2.073890094	1.41640533	1.478622932	1.801942926	1.585609098	1.087556389	1.823790181	2.420327058	1.905949896	1.199959223	1.03367993	1.02604693	1.66128581	3.201745034	1.610763667	1.405819676	1.975988853	2.742360241	1.103688783	2.520108188	1.245006448	2.106077702	1.60446835	1.191862579	1.202464801	1.690551093	0.889922998	1.521429619	1.468970162	2.78650728	0.987090023	2.002059654	0.902257967	3.424071504	2.205668868	1.406844422	1.375399639	3.544958408	1.500166293	3.664977333	3.188185537	4.211755461	3.38115669	0.961117048	1.308917387	2.037707702	1.587005367	1.309441642	1.189169448	0.656263042	2.159679728	0.511367545	1.007731274	2.313517966
"D-(+)-Ribono-1,4-lactone"	0.824165848	16.40201145	25.19426176	25.81575173	20.37333806	33.01639236	23.13854729	23.26114893	28.56610894	37.07965011	20.25077768	22.04658631	22.48832604	36.51536357	21.24428347	35.41815318	32.11857832	21.1291661	19.32844015	9.594234508	19.95401479	26.89987257	1.494071809	21.14755864	11.48688454	18.54520624	3.586575418	28.2038581	6.694635077	14.85986089	13.87649462	14.96361218	16.99043287	12.21253802	12.13077505	11.42992753	7.97573017	18.49859321	22.69404538	28.78479645	38.77386938	25.50118409	0	16.59880449	5.25765337	5.606929262	8.803996123	17.49834495	0	19.69937566	0	0	0	23.07518905	17.67059735	24.62450955	41.33347032	23.14634441	11.96576894	22.11524635	0	27.86940145	19.29088022	0	10.7741349	24.07174968	9.896728188	17.740257	28.65423578	11.22405513	11.36902953	6.193710158	0	0	7.408631932	2.813669883	19.69673631	15.34677411	11.2420521	13.60762811	6.121655642	23.38500725	11.90823426	10.65961218	0	26.94174116	5.587145122	0	28.17447109	29.49989767	0	6.38792553	33.93776484	27.89677488	19.61763598	12.60152947	35.2501326	15.35059844	0	12.93810009	0	0	0	0	11.76393455	0	0	0	9.254579674	11.53750876	0	4.209694874	5.646482189	14.50633779	15.95923448	4.989133698	26.24136271	8.923508776	17.21827041	12.81475657	11.16640196	5.472431683	0	6.412619778	14.17527677	12.87794982	9.809225032	3.018530798	1.138582141	0.936318304	1.590542636	11.26329255	0	0.861872524	6.382965553	2.081763207	9.208220768	8.328352588	12.48319287	36.65738893	9.441992198	10.13178646	34.89958198	8.892373223	11.04102609	43.9970288	15.23037652	24.55353307	17.17110593	29.85214907	62.7886695	2.919298418	0	2.432938971	13.14516591	14.49354121	5.651915121
D-(+)-Talofuranose	1.038247089	1.554835435	2.434341239	3.15975788	0	0.334729071	4.443428159	2.241656593	4.859982912	5.874266844	0.958778647	1.901483086	1.271607162	1.257798809	3.645577829	2.242035117	1.804707548	1.304647084	0.803859404	2.047218694	2.434593912	3.367658004	2.921888529	3.073918366	2.418993143	0.71729844	0	1.042442369	1.480325829	1.827573202	1.687777858	1.984863769	3.642461851	2.695098169	2.744293935	0	2.445108855	3.182915007	1.902821381	2.191336965	1.93869382	2.280084568	1.18189463	1.774293953	2.658336195	1.235466894	0	0.990470984	5.551476295	2.945561992	3.854165006	0.951277493	0	10.34366138	1.008784099	2.54920229	5.294364388	0	2.95761679	5.656793655	0	9.39502042	4.263617143	23.91223072	3.390458854	7.434726529	33.12380651	3.518024937	27.4839078	25.90267985	8.015743953	112.7735034	667.4238465	5226.51436	4.353030119	0	6.185772446	1.888471584	0	1.861504735	0	4.368273169	3.787283466	2.614240178	6.243815355	7.893231648	4.050589439	6.129589542	0	0	0	0	0	0	0	0	0	0	0	6.512358173	0	0	19.54824884	0	0	0	81.20336271	0	0	0	0.6225529	1.17906311	0.631068805	0.833769244	1.502884804	4.932406701	40.48913354	0	0	0	28.50549826	10.37794394	22.67775318	40.03619011	0	1.622428256	0.533651652	1.210202975	0.910795202	0.599185877	0.805703025	3.077148458	16.6702822	1.493281926	1.309834804	1.968845934	1.416138406	1.390055441	0.768807698	3.357539915	0	1.347239256	12.18933468	312.0820449	804.2898921	8.08395778	0	96.42246498	15.26380436	7.200512555	4.226838716	0	2.396538639	4.560125987	0	0	5.304295809
D-Allofuranose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Arabinopyranose	4.026755609	12.04980492	7.239362825	18.66869637	30.03066429	14.60869573	22.39887479	0.27223974	60.14952534	98.79269036	4.769487666	2.62086948	3.573103433	6.454684068	26.48923668	2.286092077	17.54933177	1.930397525	3.692705752	35.37712171	1.573688359	2.546185884	4.534499784	1.884499328	50.03549955	3.370341831	8.300846584	50.7106458	15.00884738	10.16160836	4.555588665	46.93034085	52.90449909	14.0078147	3.590070179	10.17933224	3.227407968	68.47171746	67.02816453	5.137498554	2.175138086	2.787501552	11.72890318	51.49547381	1.508593901	0.890089969	0.502579118	0.888185358	2.593418825	5.670825468	4.063158116	1.709020248	1.375329097	5.893730766	27.26316562	10.6823548	6.029122016	2.63681741	27.80319137	21.83741375	4.443563178	3.076174191	22.84328961	15.86617553	1.616046008	3.506974299	2.718952598	10.55298765	3.877221162	1.377501968	42.88698074	2.417551818	5.837942427	5.770465335	3.328077222	9.108258965	11.16479235	3.294630883	4.521843089	10.31642037	8.678853922	7.186562966	8.73777015	19.07270273	6.49823069	11.59342366	4.571970298	12.0279826	5.234734713	8.405581004	9.082645316	9.50104552	8.207474195	5.253445275	3.480101288	4.617366968	6.764880627	31.78350924	24.3852746	32.68887392	5.248702163	5.076968709	6.862828403	5.767828758	3.016229912	5.132726986	3.414475298	6.149531549	3.506748907	3.235754553	16.01867703	5.264804238	62.2115417	41.91597493	51.00832223	18.61270124	14.63815707	7.388258775	4.125079823	2.879491383	3.193345817	1.821009744	4.307300345	8.583668216	17.27660945	3.803179366	9.050532914	2.400623702	4.320311357	39.22751464	36.13862176	39.03462325	9.318876972	11.67249262	9.59412798	11.89420511	41.35175708	7.344983561	2.992562416	41.49798252	36.57493892	4.511179955	38.86136224	4.074018598	7.579563322	25.97221279	4.604211686	30.59751936	15.95752702	8.050029046	11.13098924	1.133239666	1.270864158	4.51643952	3.043986922	2.343712861	2.999067254
