Input name	RefMet_ID	Formula	Exact mass	Super class	Main class	Sub class	PubChem_CID	ChEBI_ID	HMDB_ID	LM_ID	KEGG_ID	INCHI_KEY	SMILES	Standardized name	ChEBI_ID_Step1_reactome	Reactome_Pathways_Step1	KEGG_Compounds_Step1	KEGG_Pathways_Step1	CHEBI_Exact_From_Names	CHEBI_Fuzzy_From_Names	CHEBI_From_Names_All	CHEBI_ID_Step2	KEGG_Exact_From_Names	KEGG_Fuzzy_From_Names	KEGG_From_Names_All	KEGG_ID_Step2	ChEBI_ID_Step2_reactome	Reactome_Pathways_Step2	KEGG_Compounds_Step2	KEGG_Pathways_Step2	CHEBI_RO_Equivalents	CHEBI_ID_Step3	KEGG_ID_Step3	ChEBI_ID_Step3_reactome	Reactome_Pathways_Step3	KEGG_Compounds_Step3	KEGG_Pathways_Step3	CHEBI_is_a_Equivalents	CHEBI_ID_Step4	KEGG_ID_Step4	ChEBI_ID_Step4_reactome	Reactome_Pathways_Step4	KEGG_Compounds_Step4	KEGG_Pathways_Step4	CHEBI_IsA_Generalisation	Reactome_Pathways_IsA_Generalisation	n_pathways_isa_generalisation
D-(-)-Tagatofuranose	-	-	-	-	-	-	-		-	-		-	-	-																																	0
PC(O-38:6)	RM0134825	C46H82NO7P	791.5829	Glycerophospholipids	Glycerophosphocholines	O-PC								PC O-38:6					CHEBI:64536	CHEBI:64536,CHEBI:64536	CHEBI:64536	CHEBI:64536										CHEBI:64536						CHEBI:86248,CHEBI:136380	CHEBI:64536,CHEBI:86248,CHEBI:136380						CHEBI:36313	R-HSA-1482788	1
L-Threonine	RM0135900	C4H9NO3	119.0582	Organic acids	Amino acids and peptides	Amino acids	6288	CHEBI:16857	HMDB0000167		C00188	AYFVYJQAPQTCCC-GBXIJSLDSA-N	C[C@H]([C@@H](C(=O)O)N)O	Threonine			C00188	map01100,map01110,map01120,map01230,map00260,map00290,map00470,map00860,map00261,map01060,map00970,map02010,map04974,map04978	CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:57926	CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:57926	CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:57926	CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:57926	C00188	C00188	C00188	C00188	CHEBI:57926	R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-6787450,R-HSA-8849175	C00188	map01100,map01110,map01120,map01230,map00260,map00290,map00470,map00860,map00261,map01060,map00970,map02010,map04974,map04978	CHEBI:16398,CHEBI:30014,CHEBI:32820,CHEBI:32822,CHEBI:32827,CHEBI:32828,CHEBI:32832,CHEBI:32833,CHEBI:57757	CHEBI:16398,CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:30014,CHEBI:32820,CHEBI:32822,CHEBI:32827,CHEBI:32828,CHEBI:32832,CHEBI:32833,CHEBI:57757,CHEBI:57926	C00188,C00820	CHEBI:57926	R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-6787450,R-HSA-8849175	C00188,C00820	map01100,map01110,map01120,map01230,map00260,map00290,map00470,map00860,map00261,map01060,map00970,map02010,map04974,map04978,map01100,map00470	CHEBI:143887	CHEBI:16398,CHEBI:16857,CHEBI:26986,CHEBI:30013,CHEBI:30014,CHEBI:32820,CHEBI:32822,CHEBI:32827,CHEBI:32828,CHEBI:32832,CHEBI:32833,CHEBI:57757,CHEBI:57926,CHEBI:143887	C00188,C00820	CHEBI:57926	R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-6787450,R-HSA-8849175	C00188,C00820	map01100,map01110,map01120,map01230,map00260,map00290,map00470,map00860,map00261,map01060,map00970,map02010,map04974,map04978,map01100,map00470			0
SM(37:6;2O)	RM0059657	C42H75N2O6P	734.5363	Sphingolipids	Phosphosphingolipids	SM								SM 37:6;O2																																	0
Dodecanamide	RM0155792	C12H25NO	199.1936	Fatty Acyls	Fatty amides	Primary amides	14256	CHEBI:34726	HMDB0251566	LMFA08010001	C13831	ILRSCQWREDREME-UHFFFAOYSA-N	CCCCCCCCCCCC(=O)N	Dodecanamide					CHEBI:34726	CHEBI:34726	CHEBI:34726	CHEBI:34726	C13831	C13831	C13831	C13831						CHEBI:34726	C13831						CHEBI:34726	C13831					CHEBI:18059	R-HSA-1222556,R-HSA-1369062,R-HSA-5682294,R-HSA-804914,R-HSA-8941413	5
SM(34:1;2O)	RM0134153	C39H79N2O6P	702.5676	Sphingolipids	Phosphosphingolipids	SM								SM 34:1;O2																																	0
TG(15:0_16:0_18:1)	RM0062045	C52H98O6	818.7363	Glycerolipids	Triradylglycerols	TAG								TG 15:0_16:0_18:1																																	0
SM(42:4;2O)	RM0134110	C47H89N2O6P	808.6458	Sphingolipids	Phosphosphingolipids	SM								SM 42:4;O2																																	0
SM(34:0;2O)	RM0134096	C39H81N2O6P	704.5832	Sphingolipids	Phosphosphingolipids	SM								SM 34:0;O2																																	0
SM(18:2;2O/21:0)	RM0135565	C44H87N2O6P	770.6302	Sphingolipids	Phosphosphingolipids	SM	52931187	CHEBI:136387		LMSP03010064		SDUGEKJCGFHJRC-IYXZHQORSA-N	CCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	SM 18:2;O2/21:0								CHEBI:136387										CHEBI:136387							CHEBI:136387						CHEBI:64583	R-HSA-1660661	1
Trimethylolpropane	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183310	CHEBI:183310	CHEBI:183310	CHEBI:183310										CHEBI:183310							CHEBI:183310						CHEBI:30879	R-HSA-1483166,R-HSA-2022377,R-HSA-8935690	3
Malic acid	RM0135894	C4H6O5	134.0215	Organic acids	TCA acids	TCA acids	222656	CHEBI:30797	HMDB0000156		C00149	BJEPYKJPYRNKOW-REOHCLBHSA-N	C([C@@H](C(=O)O)O)C(=O)O	Malic acid			C00149	map01100,map01110,map01120,map01200,map00020,map00620,map00630,map00710,map00720,map00680,map01060,map01061,map01062,map01063,map01064,map01065,map01066,map01070,map02020,map04922,map04964,map04742,map05200,map05230,map05211	CHEBI:30797,CHEBI:6650,CHEBI:6650	CHEBI:30797,CHEBI:6650,CHEBI:6650	CHEBI:30797,CHEBI:6650,CHEBI:6650	CHEBI:6650,CHEBI:30797	C00149,C00711	C00149,C00711	C00149,C00711	C00149,C00711			C00149	map01100,map01110,map01120,map01200,map00020,map00620,map00630,map00710,map00720,map00680,map01060,map01061,map01062,map01063,map01064,map01065,map01066,map01070,map02020,map04922,map04964,map04742,map05200,map05230,map05211	CHEBI:15588,CHEBI:15589,CHEBI:15595,CHEBI:30796	CHEBI:6650,CHEBI:15588,CHEBI:15589,CHEBI:15595,CHEBI:30796,CHEBI:30797	C00149,C00497,C00711	CHEBI:15589	R-HSA-1614517,R-HSA-428643,R-HSA-70263,R-HSA-70268,R-HSA-71403,R-HSA-9856872	C00149,C00497	map01100,map01110,map01120,map01200,map00020,map00620,map00630,map00710,map00720,map00680,map01060,map01061,map01062,map01063,map01064,map01065,map01066,map01070,map02020,map04922,map04964,map04742,map05200,map05230,map05211,map01100,map00650		CHEBI:6650,CHEBI:15588,CHEBI:15589,CHEBI:15595,CHEBI:30796,CHEBI:30797	C00149,C00497,C00711	CHEBI:15589	R-HSA-1614517,R-HSA-428643,R-HSA-70263,R-HSA-70268,R-HSA-71403,R-HSA-9856872	C00149,C00497	map01100,map01110,map01120,map01200,map00020,map00620,map00630,map00710,map00720,map00680,map01060,map01061,map01062,map01063,map01064,map01065,map01066,map01070,map02020,map04922,map04964,map04742,map05200,map05230,map05211,map01100,map00650			0
1-Phenyl-1,2-ethanediol	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183269	CHEBI:183269	CHEBI:183269	CHEBI:183269										CHEBI:183269							CHEBI:183269								0
PC(16:1_22:6)	RM0001076	C46H78NO8P	803.5465	Glycerophospholipids	Glycerophosphocholines	PC								PC 16:1_22:6																																	0
Heptanoic acid	RM0134955	C7H14O2	130.0994	Fatty Acyls	Fatty acids	Saturated FA	8094	CHEBI:45571	HMDB0000666	LMFA01010007	C17714	MNWFXJYAOYHMED-UHFFFAOYSA-N	CCCCCCC(=O)O	Heptylic acid	CHEBI:45571	R-HSA-381753,R-HSA-381753			CHEBI:45571	CHEBI:45571	CHEBI:45571	CHEBI:45571	C17714	C17714	C17714	C17714	CHEBI:45571	R-HSA-381753,R-HSA-381753			CHEBI:32362	CHEBI:32362,CHEBI:45571	C17714	CHEBI:45571	R-HSA-381753,R-HSA-381753				CHEBI:32362,CHEBI:45571	C17714	CHEBI:45571	R-HSA-381753,R-HSA-381753					0
(Z)-10-Heptadecenoic acid	-	-	-	-	-	-	-		-	-		-	-	-																																	0
(1-methyldecyl)-Benzene	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183285	CHEBI:183285	CHEBI:183285	CHEBI:183285										CHEBI:183285							CHEBI:183285								0
DG(30:6)	RM0161584	C33H52O5	528.3815	Glycerolipids	Diradylglycerols	DAG								DG 30:6																																	0
DG(34:0)	RM0034126	C37H72O5	596.5380	Glycerolipids	Diradylglycerols	DAG								DG 34:0					CHEBI:77624,CHEBI:86974,CHEBI:88529,CHEBI:88798,CHEBI:89026	CHEBI:77624,CHEBI:86974,CHEBI:88529,CHEBI:88798,CHEBI:89026	CHEBI:77624,CHEBI:86974,CHEBI:88529,CHEBI:88798,CHEBI:89026	CHEBI:77624,CHEBI:86974,CHEBI:88529,CHEBI:88798,CHEBI:89026										CHEBI:77624,CHEBI:86974,CHEBI:88529,CHEBI:88798,CHEBI:89026						CHEBI:86975	CHEBI:77624,CHEBI:86974,CHEBI:86975,CHEBI:88529,CHEBI:88798,CHEBI:89026						CHEBI:18035	R-HSA-112043,R-HSA-1250196,R-HSA-192456,R-HSA-202424,R-HSA-202433,R-HSA-2029485,R-HSA-2871809,R-HSA-2871837,R-HSA-418890,R-HSA-5218921,R-HSA-5607764,R-HSA-6809371,R-HSA-8963889,R-HSA-8963901,R-HSA-8964058,R-HSA-9027277,R-HSA-9648002,R-HSA-9664323,R-HSA-9680350,R-HSA-975634	20
LPE(O-18:1)	RM0133223	C23H48NO6P	465.3219	Glycerophospholipids	Glycerophosphoethanolamines	O-LPE								LPE O-18:1					CHEBI:132561	CHEBI:132561,CHEBI:132561	CHEBI:132561	CHEBI:132561										CHEBI:132561						CHEBI:137157	CHEBI:132561,CHEBI:137157						CHEBI:36314	R-HSA-1482788	1
2-butyl-1-Octanol	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:84235	CHEBI:84235	CHEBI:84235	CHEBI:84235										CHEBI:84235							CHEBI:84235						CHEBI:30879	R-HSA-1483166,R-HSA-2022377,R-HSA-8935690	3
3,7-dimethyl-Undecane	-	-	-	-	-	-	-		-	-		-	-	-																																	0
TG(16:0_18:0_20:0)	RM0109077	C57H110O6	890.8302	Glycerolipids	Triradylglycerols	TAG								TG 16:0_18:0_20:0																																	0
DG(18:1_18:1)	RM0033995	C39H72O5	620.5380	Glycerolipids	Diradylglycerols	DAG								DG 18:1_18:1					CHEBI:167238	CHEBI:167238,CHEBI:167238	CHEBI:167238	CHEBI:167238										CHEBI:167238							CHEBI:167238						CHEBI:18035	R-HSA-112043,R-HSA-1250196,R-HSA-192456,R-HSA-202424,R-HSA-202433,R-HSA-2029485,R-HSA-2871809,R-HSA-2871837,R-HSA-418890,R-HSA-5218921,R-HSA-5607764,R-HSA-6809371,R-HSA-8963889,R-HSA-8963901,R-HSA-8964058,R-HSA-9027277,R-HSA-9648002,R-HSA-9664323,R-HSA-9680350,R-HSA-975634	20
SM(43:2;3O)	RM0186423	C48H95N2O7P	842.6877	Sphingolipids	Phosphosphingolipids	SM								SM 43:2;O3																																	0
LPC(14:0/0:0)	RM0134470	C22H46NO7P	467.3012	Glycerophospholipids	Glycerophosphocholines	LPC								LPC 14:0/0:0					CHEBI:64489	CHEBI:64489	CHEBI:64489	CHEBI:64489										CHEBI:64489							CHEBI:64489						CHEBI:58168,CHEBI:64483	R-HSA-111995,R-HSA-1482839,R-HSA-1483191,R-HSA-2142753,R-HSA-6814848	5
(Z)-13-Docosenamide	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:142245	CHEBI:142245	CHEBI:142245	CHEBI:142245										CHEBI:142245							CHEBI:142245						CHEBI:18059	R-HSA-1222556,R-HSA-1369062,R-HSA-5682294,R-HSA-804914,R-HSA-8941413	5
Levetiracetam	RM0031373	C8H14N2O2	170.1055	Organic acids	Amino acids and peptides	Amino acids	5284583	CHEBI:6437	HMDB0015333		C07841	HPHUVLMMVZITSG-LURJTMIESA-N	CC[C@@H](C(=O)N)N1CCCC1=O	Levetiracetam					CHEBI:6437,CHEBI:6437	CHEBI:6437,CHEBI:6437	CHEBI:6437,CHEBI:6437	CHEBI:6437	C07841	C07841	C07841	C07841						CHEBI:6437	C07841						CHEBI:6437	C07841							0
Triethanolamine	RM0118215	C6H15NO3	149.1052	Organic nitrogen compounds	Amines	Tertiary amines	7618	CHEBI:28621	HMDB0032538		C06771	GSEJCLTVZPLZKY-UHFFFAOYSA-N	C(CO)N(CCO)CCO	Triethanolamine			C06771	map00564	CHEBI:28621,CHEBI:28621	CHEBI:28621,CHEBI:28621	CHEBI:28621,CHEBI:28621	CHEBI:28621	C06771	C06771	C06771	C06771			C06771	map00564	CHEBI:132755	CHEBI:28621,CHEBI:132755	C06771			C06771	map00564		CHEBI:28621,CHEBI:132755	C06771			C06771	map00564	CHEBI:30879	R-HSA-1483166,R-HSA-2022377,R-HSA-8935690	3
MG(21:1)	RM0174896	C24H46O4	398.3396	Glycerolipids	Monoradylglycerols	MAG								MG 21:1																																	0
PE(O-18:1_18:2)	RM0054646	C41H78NO7P	727.5516	Glycerophospholipids	Glycerophosphoethanolamines	O-PE								PE O-18:1/18:2																																	0
DG(18:2_22:6)	RM0035009	C43H68O5	664.5067	Glycerolipids	Diradylglycerols	DAG								DG 18:2_22:6																																	0
3-cyclohexen-1-yl-Benzene	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183287	CHEBI:183287	CHEBI:183287	CHEBI:183287										CHEBI:183287							CHEBI:183287								0
LPE(18:1)	RM0104274	C23H46NO7P	479.3012	Glycerophospholipids	Glycerophosphoethanolamines	LPE								LPE 18:1					CHEBI:64575,CHEBI:72388,CHEBI:75168,CHEBI:76231	CHEBI:75168,CHEBI:76231,CHEBI:64575,CHEBI:64575,CHEBI:72388,CHEBI:72388	CHEBI:64575,CHEBI:72388,CHEBI:75168,CHEBI:76231	CHEBI:64575,CHEBI:72388,CHEBI:75168,CHEBI:76231									CHEBI:74971,CHEBI:76088	CHEBI:64575,CHEBI:72388,CHEBI:74971,CHEBI:75168,CHEBI:76088,CHEBI:76231						CHEBI:136140,CHEBI:145254,CHEBI:145278	CHEBI:64575,CHEBI:72388,CHEBI:74971,CHEBI:75168,CHEBI:76088,CHEBI:76231,CHEBI:136140,CHEBI:145254,CHEBI:145278						CHEBI:28936,CHEBI:29017,CHEBI:36314	R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483152	4
Heptadecane	RM0135032	C17H36	240.2817	Fatty Acyls	Hydrocarbons	Hydrocarbons	12398	CHEBI:16148	HMDB0059830	LMFA11000003	C01816	NDJKXXJCMXVBJW-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCC	Heptadecane					CHEBI:16148,CHEBI:16148	CHEBI:16148,CHEBI:16148	CHEBI:16148,CHEBI:16148	CHEBI:16148	C01816	C01816	C01816	C01816						CHEBI:16148	C01816						CHEBI:16148	C01816							0
DG(36:1)	RM0134378	C39H74O5	622.5536	Glycerolipids	Diradylglycerols	DAG								DG 36:1					CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071	CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071	CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071	CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071										CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071						CHEBI:75468,CHEBI:75558,CHEBI:134557,CHEBI:134561	CHEBI:75468,CHEBI:75558,CHEBI:86980,CHEBI:88365,CHEBI:88447,CHEBI:88499,CHEBI:88530,CHEBI:88720,CHEBI:88800,CHEBI:88939,CHEBI:88996,CHEBI:89844,CHEBI:90071,CHEBI:134557,CHEBI:134561						CHEBI:18035	R-HSA-112043,R-HSA-1250196,R-HSA-192456,R-HSA-202424,R-HSA-202433,R-HSA-2029485,R-HSA-2871809,R-HSA-2871837,R-HSA-418890,R-HSA-5218921,R-HSA-5607764,R-HSA-6809371,R-HSA-8963889,R-HSA-8963901,R-HSA-8964058,R-HSA-9027277,R-HSA-9648002,R-HSA-9664323,R-HSA-9680350,R-HSA-975634	20
PC(14:0_16:0)	RM0098405	C38H76NO8P	705.5309	Glycerophospholipids	Glycerophosphocholines	PC								PC 14:0_16:0					CHEBI:167242	CHEBI:167242,CHEBI:167242	CHEBI:167242	CHEBI:167242										CHEBI:167242							CHEBI:167242						CHEBI:57643	R-HSA-111995,R-HSA-1369062,R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483101,R-HSA-1483148,R-HSA-1483166,R-HSA-1483191,R-HSA-1483196,R-HSA-1660661,R-HSA-2029485,R-HSA-2142753,R-HSA-382556,R-HSA-5678771,R-HSA-5683678,R-HSA-5683826,R-HSA-5688399,R-HSA-6811436,R-HSA-8964058,R-HSA-9680350	21
2-methyl-Pentadecane	-	-	-	-	-	-	-		-	-		-	-	-																																	0
DG(26:1)	RM0075498	C29H54O5	482.3971	Glycerolipids	Diradylglycerols	DAG								DG 26:1																																	0
Arabinose	RM0136634	C5H10O5	150.0528	Carbohydrates	Monosaccharides	Pentoses	66308	CHEBI:46983	HMDB0029942			PYMYPHUHKUWMLA-WDCZJNDASA-N	C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O	Arabinose					CHEBI:22599	CHEBI:22599	CHEBI:22599	CHEBI:22599,CHEBI:46983									CHEBI:6182	CHEBI:6182,CHEBI:22599,CHEBI:46983	C11476					CHEBI:6178,CHEBI:17108,CHEBI:17535,CHEBI:28272,CHEBI:28772,CHEBI:30849,CHEBI:40886,CHEBI:46982,CHEBI:46987,CHEBI:46994,CHEBI:46995,CHEBI:46996,CHEBI:79054,CHEBI:79055,CHEBI:145590	CHEBI:6178,CHEBI:6182,CHEBI:17108,CHEBI:17535,CHEBI:22599,CHEBI:28272,CHEBI:28772,CHEBI:30849,CHEBI:40886,CHEBI:46982,CHEBI:46983,CHEBI:46987,CHEBI:46994,CHEBI:46995,CHEBI:46996,CHEBI:79054,CHEBI:79055,CHEBI:145590	C00216,C00259,C02479,C02604,C06115,C11476			C00216,C00259	map01100,map01250,map00040,map00053,map00520,map01100,map01250,map00040,map00053,map00520,map02010			0
SM(17:1;2O/24:1)	RM0138773	C46H91N2O6P	798.6615	Sphingolipids	Phosphosphingolipids	SM								SM 17:1;O2/24:1																																	0
ST(29:1;O;S)	RM0011853	C29H50O4S	494.3430	Sterol Lipids	Sterol/Bile acid conjugates(In-silico)	Sulfate conjugates(In-silico)								ST 29:1;O;S																																	0
PI(16:0_18:2)	RM0056506	C43H79O13P	834.5258	Glycerophospholipids	Glycerophosphoinositols	PI								PI 16:0_18:2																																	0
PC(16:0_18:2)	RM0104110	C42H80NO8P	757.5622	Glycerophospholipids	Glycerophosphocholines	PC								PC 16:0_18:2																																	0
4,6,8-trimethyl-1-Nonene	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:84223	CHEBI:84223	CHEBI:84223	CHEBI:84223										CHEBI:84223							CHEBI:84223								0
2,3,5,8-tetramethyl-Decane	-	-	-	-	-	-	-		-	-		-	-	-																																	0
1-Hydroxy-3-(octanoyloxy)propan-2-yl decanoate	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183267	CHEBI:183267	CHEBI:183267	CHEBI:183267										CHEBI:183267							CHEBI:183267						CHEBI:18035	R-HSA-112043,R-HSA-1250196,R-HSA-192456,R-HSA-202424,R-HSA-202433,R-HSA-2029485,R-HSA-2871809,R-HSA-2871837,R-HSA-418890,R-HSA-5218921,R-HSA-5607764,R-HSA-6809371,R-HSA-8963889,R-HSA-8963901,R-HSA-8964058,R-HSA-9027277,R-HSA-9648002,R-HSA-9664323,R-HSA-9680350,R-HSA-975634	20
Galactopyranose	RM0034731	C6H12O6	180.0634	Carbohydrates	Monosaccharides	Hexoses	6036	CHEBI:4139	HMDB0033704		C00124	WQZGKKKJIJFFOK-SVZMEOIVSA-N	C([C@@H]1[C@@H]([C@@H]([C@H](C(O)O1)O)O)O)O	Galactose			C00124	map01100,map00052,map02060,map02030,map04973,map04978	CHEBI:28260,CHEBI:28260,CHEBI:37621	CHEBI:28260,CHEBI:28260,CHEBI:37621	CHEBI:28260,CHEBI:28260,CHEBI:37621	CHEBI:4139,CHEBI:28260,CHEBI:37621	C00124,C01582	C00124,C01582	C00124,C01582	C00124,C01582			C00124	map01100,map00052,map02060,map02030,map04973,map04978		CHEBI:4139,CHEBI:28260,CHEBI:37621	C00124,C01582			C00124	map01100,map00052,map02060,map02030,map04973,map04978	CHEBI:12936,CHEBI:17118,CHEBI:27667,CHEBI:28061,CHEBI:37617,CHEBI:37618,CHEBI:37619,CHEBI:37620,CHEBI:37662,CHEBI:42905,CHEBI:59497,CHEBI:143624,CHEBI:146456,CHEBI:146919,CHEBI:148031,CHEBI:149304,CHEBI:231865	CHEBI:4139,CHEBI:12936,CHEBI:17118,CHEBI:27667,CHEBI:28061,CHEBI:28260,CHEBI:37617,CHEBI:37618,CHEBI:37619,CHEBI:37620,CHEBI:37621,CHEBI:37662,CHEBI:42905,CHEBI:59497,CHEBI:143624,CHEBI:146456,CHEBI:146919,CHEBI:148031,CHEBI:149304,CHEBI:231865	C00124,C00962,C00984,C01582,C01825,C21066,C22957	CHEBI:17118,CHEBI:27667,CHEBI:28061	R-HSA-189085,R-HSA-5609976,R-HSA-5619098,R-HSA-8981373,R-HSA-70370,R-HSA-9931929,R-HSA-2022857,R-HSA-2024101,R-HSA-70370,R-HSA-70370,R-HSA-9840310	C00124,C00984,C01825,C21066	map01100,map00052,map02060,map02030,map04973,map04978,map01100,map01250,map00052,map00520,map01100,map01110,map01240,map00053,map02010			0
2,5-dimethoxy-Benzaldehyde	RM0199653	C9H10O3	166.0630	Benzenoids	Phenols	Methoxyphenols	66726					AFUKNJHPZAVHGQ-UHFFFAOYSA-N	COc1ccc(c(c1)C=O)OC	2,5-Dimethoxybenzaldehyde					CHEBI:183284	CHEBI:183284	CHEBI:183284	CHEBI:183284										CHEBI:183284							CHEBI:183284								0
PC(16:0_18:0)	RM0000437	C42H84NO8P	761.5935	Glycerophospholipids	Glycerophosphocholines	PC								PC 16:0_18:0					CHEBI:167248	CHEBI:167248,CHEBI:167248	CHEBI:167248	CHEBI:167248										CHEBI:167248							CHEBI:167248						CHEBI:57643	R-HSA-111995,R-HSA-1369062,R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483101,R-HSA-1483148,R-HSA-1483166,R-HSA-1483191,R-HSA-1483196,R-HSA-1660661,R-HSA-2029485,R-HSA-2142753,R-HSA-382556,R-HSA-5678771,R-HSA-5683678,R-HSA-5683826,R-HSA-5688399,R-HSA-6811436,R-HSA-8964058,R-HSA-9680350	21
Pentadecane	RM0140029	C15H32	212.2504	Fatty Acyls	Hydrocarbons	Hydrocarbons	12391	CHEBI:28897	HMDB0059886	LMFA11000006	C08388	YCOZIPAWZNQLMR-UHFFFAOYSA-N	CCCCCCCCCCCCCCC	Pentadecane					CHEBI:28897,CHEBI:28897,CHEBI:28897	CHEBI:28897,CHEBI:28897,CHEBI:28897	CHEBI:28897,CHEBI:28897,CHEBI:28897	CHEBI:28897	C08388	C08388	C08388	C08388						CHEBI:28897	C08388						CHEBI:28897	C08388							0
SM(32:0;2O)	RM0134092	C37H77N2O6P	676.5519	Sphingolipids	Phosphosphingolipids	SM								SM 32:0;O2																																	0
PI(18:0_18:2)	RM0106274	C45H83O13P	862.5571	Glycerophospholipids	Glycerophosphoinositols	PI								PI 18:0_18:2																																	0
